rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
55309,1,跳蚤市场,tiàozao shìchǎng,,,,英语 flea market 意译。指出售廉价商品、古旧货物的露天自由市场。通常在节假日举办。,
55434,1,飞虫,fēichóng,,,名,有翅膀会飞行的昆虫，如蜜蜂、苍蝇、蠓虫儿、蛾子等,
55481,1,赛先生,sàixiānshēng,,,名,科学。英语 science 音译“赛因斯”的形象说法,
55481,2,赛先生,sàixiānshēng,,,名,见“德先生”,
55671,1,帮闲,bāngxián,,,动,（文人）附庸权贵或富豪，为他们凑趣儿消闲、装点门面,他舞文弄墨，为王侯帮闲。
55671,2,帮闲,bāngxián,,,名,帮闲的文人,
55701,1,奎宁,kuíníng,,,名,英语 quinine 音译。防治疟疾的西药，是从金鸡纳树等植物中提炼出来的。,（也说金鸡纳霜。）
55804,1,阿片,āpiàn,,,名,英语 opium 音译。由罂粟果的乳状汁液经干燥而成的药物。主要成分为吗啡，有镇痛、止泻、止咳等作用。长期服用易成瘾。用作毒品时一般叫鸦片。,
55908,1,盘石,pánshí,,,,现在规范词形写作“磐石”,
55932,1,可身,kěshēn,,,形,（衣服）穿着长短、肥瘦儿正合适。,这套衣服很可身
56084,1,练摊儿,liàntānr,,,动,摆摊儿卖货。,
56212,1,合子,hézi,,,名,北方流行的一种在面片儿中夹馅儿烙成的饼。,猪肉韭菜馅儿合子。
56212,2,合子,hézi,,,,见“盒子”。现在一般写作“盒子”。,
56277,1,福尔马林,fú'ěrmǎlín,,,名,含40%甲醛的水溶液，用作消毒或防腐剂。,
56307,1,果胶,guǒjiāo,,,名,存在于植物果实细胞间质中的无定形胶状物质。溶于水，可用以制果酱、果冻儿等食品。,
56388,1,比丘尼,bǐqiūní,,,名,佛教指尼姑,
56667,1,毛拉,máolā,,,名,某些国家穆斯林对伊斯兰教学者的尊称；我国新疆部分穆斯林对阿訇的称呼；我国甘肃、宁夏、青海等省区穆斯林对在清真寺学习经文的学生的称呼,
56697,1,零丁,língdīng,,,,现在规范词形写作“伶仃”,
56961,1,没谱儿,méipǔr,,,动,没把握；心中无数,如何完成这项任务，他心中没谱儿。
56961,2,没谱儿,méipǔr,,,形,没准儿；不可靠,他说话没谱儿，别听他的。
57019,1,假寐,jiǎmèi,,,动,打盹儿,假寐片刻
57096,1,船帮,chuánbāng,,,名,船壳的侧面,左侧船帮被撞破
57096,2,船帮,chuánbāng,,,名,结集成群互为一伙儿的船,旧时在川江上运货的船分好几个船帮。
57232,1,敌敌畏,dídíwèi,,,名,英语缩写词 DDVP 音译。一种杀虫剂。无色油状液体，有良好的触杀、熏蒸等作用。用于防治蚜虫、红蜘蛛以及蚊、蝇等害虫。,
57235,1,学生装,xuéshengzhuāng,,,名,一种服装样式，上身有三个没有盖儿的口袋儿，直领，下身是西式长裤，旧时多为学生的制服。现时各校可自行设计式样。,
57349,1,金瓯,jīn'ōu,,,名,盛酒的金属器皿。《南史·朱异传》：“我国家犹若金瓯，无一伤缺。”,
57349,2,金瓯,jīn'ōu,,,名,后用“金瓯”比喻完整的国土；泛指国土,金瓯无缺
57361,1,等份,děngfèn,,,名,数量或大小相同的若干份儿,把东西分成五个等份。
57371,1,死力,sǐlì,,,名,死劲儿①,
57371,2,死力,sǐlì,,,副,死劲儿②,
57379,1,勃朗宁,bólǎngníng,,,名,英语 Browning 音译。由美国人勃朗宁设计的手枪。能单发，也能连发。,
57393,1,黄毛丫头,huángmáo yātou,,,,年少幼稚的女孩儿（含轻视或谐谑意）。,
57460,1,丁宁,dīngníng,,,,现在规范词形写作“叮咛”,
57533,1,鸭绒,yāróng,,,名,加工过的鸭𣭲（rǒng）毛，保温性能强。,鸭绒大衣
57563,1,不倒翁,bùdǎowēng,,,名,玩具，外形像老头儿，上轻下重，扳倒后能自己立起来；比喻处世圆滑，在任何情况下都能站住脚的人,
57613,1,过滤嘴儿,guòlǜzuǐr,,,名,装在烟卷儿的一端起过滤作用的烟嘴儿，多用泡沫塑料等制成；也指带有过滤嘴儿的香烟,
57693,1,收活儿,shōuhuór,,,动,服务性行业把顾客要求加工或修理的活计接收下来。,请问这里还收活吗?
57693,2,收活儿,shōuhuór,,,动,〈口〉收工；结束干活儿。,提前收活
57864,1,毛孩子,máoháizi,,,名,小孩儿；也指阅历浅的年轻人,
58061,1,脏字,zāngzì,,,名,污秽的字眼儿；低级下流的字眼儿,说话别带脏字
58081,1,帮厨,bāngchú,,,动,非炊事人员到厨房帮忙干活儿,同学们轮流去食堂帮厨。
58081,2,帮厨,bāngchú,,,名,帮助主厨干活的人,本店招收帮厨两名。
58267,1,兔儿爷,tùryé,,,名,中秋节应景的一种兔头人身的泥塑小玩具。我国某些地区（如北京）有拜兔儿爷祈求消灾祛病的习俗,
58284,1,蹦极,bèngjí,,,名,英语 bungee 音译。最早源于西太平洋岛瓦努阿图族用以考验和激励成年男子勇气的仪式，现已发展成一种运动项目。用有弹性的绳索缚住人的双脚，在安全条件下做自由落体运动。按照高度不同，可分为大桥式、塔式、直升机式等。（也说蹦极跳。）,
58285,1,锅庄,guōzhuāng,,,名,藏语音译。一种藏族民间舞蹈，男女各站成弧形，相对而立，转着圈儿边歌边舞。,
58319,1,合脚,héjiǎo,,,形,（鞋袜等）穿在脚上大小肥瘦儿都合适。,
58386,1,跑鞋,pǎoxié,,,名,赛跑运动专用鞋，鞋底窄而薄，有的前掌儿安装有钉子。,
58445,1,团音,tuányīn,,,名,汉语语音学上指j、q、x同i、ü 或i、ü 开头的韵母相拼的音节,
58445,2,团音,tuányīn,,,名,见“尖团音”,
58490,1,月下老人,yuèxià lǎorén,,,,唐·李复言《续幽怪录·定婚店》中说：唐代韦固在宋城遇到一位老人在月下读《天下之婚牍》，并指着一老妇抱着的女孩儿对韦固说，这女孩儿将来是你妻子。十多年后韦固果然跟她成婚。后来把撮合婚姻的媒人叫月下老人。（也说月下老儿、月老。）,
58518,1,单眼皮,dānyǎnpí,,,名,眼皮下缘没有褶儿的上眼皮（跟“双眼皮”相区别）,
58540,1,塌实,tāshi,,,,现在规范词形写作“踏实”,
58969,1,波尔卡,bō'ěrkǎ,,,名,捷克语 polka 音译。捷克民间舞蹈。以男女对舞为主，音乐节奏为2/4拍，快速活泼。19世纪在欧洲流行。,
59226,1,韵尾,yùnwěi,,,名,韵母的收尾部分，即韵母中处于元音或主要元音之后的音素。韵尾可以是辅音，如 en 中的n，ang 中的 ng；也可以是元音，如 ai 中的i，ao 中的o,
59310,1,孩子头儿,háizitóur,,,名,孩子群中的头头儿,他小时候是村里的孩子头儿。
59310,2,孩子头儿,háizitóur,,,名,喜欢和孩子们一起玩耍的成年人,都30岁的人了，还是我们大院的孩子头儿。
59311,1,凡士林,fánshìlín,,,名,英语 vaseline 音译。石蜡和重油的混合物，油膏状，半透明，淡黄色（提纯后呈白色）。可用来制作药膏、防锈剂、润滑剂和化妆品。,
59502,1,祖母绿,zǔmǔlǜ,,,名,阿拉伯语 zumurud 音译。含铬而呈特殊翠绿色的绿柱石。属高档宝石。,
59583,1,蜜丸,mìwán,,,名,在中药面儿中调入蜂蜜制成的丸药。,
59742,1,蛮劲,mánjìn,,,名,不得法的死劲儿,要动脑子，别光使蛮劲。
59902,1,儿化,érhuà,,,动,现代汉语中后缀“儿”字不自成音节，而是和前面的音节合读，使前面音节的韵母带上卷舌音色。这种语音现象叫做儿化。如“盆儿”不读 pén’ér，而读作 pénr,
59986,1,授人以柄,shòurényǐbǐng,,,,把剑把（bà）儿交给别人。比喻把权力交给别人；也比喻让人抓住把柄，使自己被动。,
