rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
80024,1,优盘,yōupán,,,名,闪存盘。因连接在电子计算机 USB 接口上使用，故称（优：英文字母U的音译）,
80111,1,音值,yīnzhí,,,名,音素的实际读音。通常要用国际音标表示。如汉语普通话 zhā 这个音节中的a和 zhāi 这个音节中的a音值不同。用国际音标表示，前者为[A]，后者则为[a],
80418,1,复辅音,fùfǔyīn,,,名,同一个音节中连在一起的两个或两个以上的辅音。如英语 strong 中的“str”。现代汉语普通话中没有复辅音,
80538,1,曼陀林,màntuólín,,,名,英语 mandoline 音译。弦乐器，琴身呈半梨形，有四对金属弦，用玳瑁、象牙或塑料制的拨子弹奏。也译作曼德林。,
80578,1,麦糠,màikāng,,,名,紧贴在麦粒外面的皮儿，一般在脱粒时就被分离出来。,
80627,1,肉馅儿,ròuxiànr,,,名,以细碎的肉为主制成的馅儿,肉馅儿包子
80714,1,囫囵个儿,húlúngèr,,,形,整个儿；完整不破碎,药片别咬碎，囫囵个儿吞下去。
80739,1,菜包子,càibāozi,,,名,指主要用蔬菜做馅儿的包子。有时用作骂人的话，比喻无用的人。,
81157,1,非条件反射,fēitiáojiàn fǎnshè,,,,正常的人和动物生来就有的反射功能。如食物入口便引起唾液分泌。,
81157,2,非条件反射,fēitiáojiàn fǎnshè,,,,（也说无条件反射。）,
81157,3,非条件反射,fēitiáojiàn fǎnshè,,,,“条件反射”。,
81369,1,多音字,duōyīnzì,,,名,不止一个读音的字。如“重”在“沉重” “重视”等词中读 zhòng，在“重叠” “重复”等词中读 chóng，“重”是多音字,
81589,1,记事,jìshìr,,,动,（小孩儿）开始具有记忆能力。,在他记事儿以前，爷爷就去世了。
81689,1,韵腹,yùnfù,,,名,韵母中的主要元音。如 uan 中的a,
81746,1,醋心,cùxīn,,,动,胃里反酸。,也说酸心。
81746,2,醋心,cùxīn,,,名,醋劲儿,醋心大发
81854,1,魔难,mónàn,,,,现在规范词形写作“磨难”。,
82000,1,哌嗪,pàiqín,,,名,英语 piperazine 音译。药名，有机化合物，有驱除蛔虫、蛲虫等效能。,
82055,1,刎颈之交,wěnjǐngzhījiāo,,,,指情谊深厚，可以同生死、共患难的朋友,《史记·廉颇蔺相如列传》：“（廉颇、蔺相如）卒相与欢，为刎颈之交。”
82091,1,衬纸,chènzhǐ,,,名,衬在物体下面的纸。如画框、像框中衬在画儿、相片下面的纸。,
82210,1,黎黑,líhēi,,,,现在规范词形写作“黧黑”。,
82292,1,贫气,pínqi,,,形,贫2,他说话幽默而不贫气。
82292,2,贫气,pínqi,,,形,小气；不大方,他生活简朴，但不贫气。
82382,1,汤壶,tānghú,,,名,盛热水的扁圆形壶。用铜、锡、塑料或陶瓷等制成，可放在被窝儿里取暖。（也说汤婆子。）,
82458,1,一星半点,yīxīng-bàndiǎnr,,,,形容极少的一点儿,这一星半点儿的成绩不值一提
82470,1,急急风,jíjífēng,,,名,戏曲中一种节奏很快的锣鼓点儿，用来配合急促的动作，烘托紧张的气氛；也指按这种锣鼓点儿表演的快捷的动作。,
82517,1,不摸头,bùmōtóu,,,,找不到头绪；一点儿情况都不了解。,哪里深，哪里浅，都还不摸头。
82610,1,回车键,huíchējiàn,,,名,电子计算机键盘上的 Enter 键。功能是使电子计算机执行某一指令或字符输入时换行（háng）。简称回车,
82681,1,盖浇饭,gàijiāofàn,,,名,一种简便的饭食，在大米饭上盖上菜肴，论份儿出售。（也说盖饭。）,
82734,1,凑趣儿,còuqùr,,,动,迎合所好，使人高兴,为了讨好上司，他常说些凑趣儿的话
82734,2,凑趣儿,còuqùr,,,动,逗笑儿；开玩笑,你别拿我凑趣儿了
82743,1,视同儿戏,shìtóng'érxì,,,,把事情看成跟小孩儿游戏一样。形容做事不严肃、不认真,
82907,1,刻期,kèqī,,,,现在规范词形写作“克期”,
82949,1,伸雪,shēnxuě,,,,现在规范词形写作“申雪”,
83122,1,板儿爷,bǎnryé,,,名,蹬板儿车的人（含谐谑意）,
83126,1,人尖子,rénjiānzi,,,名,在同类中拔尖儿的人,
83129,1,伏罪,fúzuì,,,,现在规范词形写作“服罪”,
83197,1,沱茶,tuóchá,,,名,一种压成块儿的碗形茶，产于云南、四川、重庆,
83367,1,咂吧,zāba,,,动,发出声响地吮吸；发出声响地撮嘴,咂吧着烟袋｜他咂吧了几下嘴，继续说。
83367,2,咂吧,zāba,,,动,发出声响地稍尝一点儿，仔细辨别（滋味）,他咂吧着嘴里的茶叶，觉得有种怪味。
83391,1,出活儿,chūhuór,,,动,干出活儿来,半天还没出活儿
83391,2,出活儿,chūhuór,,,形,工作的效率高；干出的活儿多,使用掘土机确实出活儿
83588,1,盐霜,yánshuāng,,,名,盐水在物体表面凝结成的白色细末儿,干旱的盐碱地一片盐霜。
83938,1,群唱,qúnchàng,,,名,一种曲艺表演形式，多为三五人以上交替演唱，如群唱二人传、单弦儿联唱等。（也说联唱。）,
83940,1,怙恃,hùshì,,,动,凭借；仗恃,怙恃权势，欺压百姓
83940,2,怙恃,hùshì,,,名,〈文〉《诗经·小雅·蓼莪》：“无父何怙，无母何恃。”后以“怙恃”借指父母,怙恃双亡
83969,1,枝解,zhījiě,,,,现在规范词形写作“肢解”,
84002,1,暄腾,xuānteng,,,形,暄2,瞧这发糕多暄腾!
84087,1,手锯,shǒujù,,,名,一端装有手把儿的短锯。,
84189,1,电珠,diànzhū,,,名,类似珠粒儿的微型灯泡。,
84250,1,门鼻儿,ménbír,,,名,钉在门上的一种金属物，中空，半圆形。钌铞儿（liàodiàor）扣在上面，可以在露出的孔中挂上锁,
84305,1,火罐儿,huǒguànr,,,名,拔罐儿用的器具，多用陶瓷、玻璃或竹筒制成。扣在身体病痛处可起治疗作用。,
84305,2,火罐儿,huǒguànr,,,,见“拔罐儿”,
84483,1,火伴,huǒbàn,,,,现在规范词形写作“伙伴”,
84679,1,希少,xīshǎo,,,,现在规范词形写作“稀少”。,
84704,1,寸劲儿,cùnjìnr,,,名,巧劲儿,干活儿要动脑筋，使寸劲儿。
84704,2,寸劲儿,cùnjìnr,,,名,偶然的机会,总是找不到他，今天一出门就遇见了，真是个寸劲儿。
